pop,lon,lat,date,year,month,day,tasmin_mean,tasmax_mean,pr_mean
pop1,-66.351746,46.01555,2093-01-21,2093,1,21,264.8646,273.13022,3.3584252e-05
pop1,-66.351746,46.01555,2093-01-22,2093,1,22,265.27084,272.46875,2.2882161e-05
pop1,-66.351746,46.01555,2093-01-23,2093,1,23,263.625,272.1979,6.863398e-05
pop1,-66.351746,46.01555,2093-01-24,2093,1,24,264.48438,274.71875,0.00010507082
pop1,-66.351746,46.01555,2093-01-25,2093,1,25,264.4375,274.1875,6.569474e-05
pop1,-66.351746,46.01555,2093-01-26,2093,1,26,264.73438,274.07812,4.893e-05
pop1,-66.351746,46.01555,2093-01-27,2093,1,27,263.59897,272.03647,4.935426e-05
pop1,-66.351746,46.01555,2093-01-28,2093,1,28,264.9271,273.90625,6.6760906e-05
pop1,-66.351746,46.01555,2093-01-29,2093,1,29,265.1328,274.13022,4.818925e-05
pop1,-66.351746,46.01555,2093-01-30,2093,1,30,266.10416,273.13022,6.779216e-05
pop1,-66.351746,46.01555,2093-01-31,2093,1,31,264.10794,273.5341,0.00011852674
pop1,-66.351746,46.01555,2093-02-01,2093,2,1,266.01822,275.5729,9.5872616e-05
pop1,-66.351746,46.01555,2093-02-02,2093,2,2,265.48438,273.68228,9.351236e-06
pop1,-66.351746,46.01555,2093-02-03,2093,2,3,264.06772,273.4375,3.6536643e-05
pop1,-66.351746,46.01555,2093-02-04,2093,2,4,265.14844,273.75,8.3694154e-05
pop1,-66.351746,46.01555,2093-02-05,2093,2,5,262.02603,271.41666,2.1806438e-05
pop1,-66.351746,46.01555,2093-02-06,2093,2,6,262.75522,273.1875,3.2623517e-05
pop1,-66.351746,46.01555,2093-02-07,2093,2,7,261.72397,271.47397,1.9929857e-05
pop1,-66.351746,46.01555,2093-02-08,2093,2,8,262.41406,271.52603,6.534744e-05
pop1,-66.351746,46.01555,2093-02-09,2093,2,9,265.58594,273.82812,6.873424e-05
pop1,-66.351746,46.01555,2093-02-10,2093,2,10,264.3672,274.1875,6.280445e-05
pop1,-66.351746,46.01555,2093-02-11,2093,2,11,266.07812,274.2604,1.6903008e-05
pop1,-66.351746,46.01555,2093-02-12,2093,2,12,263.91666,273.375,6.4414875e-05
pop1,-66.351746,46.01555,2093-02-13,2093,2,13,264.54688,274.08853,0.00010549976
pop1,-66.351746,46.01555,2093-02-14,2093,2,14,266.5521,274.875,2.4769295e-05
pop1,-66.351746,46.01555,2093-02-15,2093,2,15,266.17188,275.10938,5.36896e-05
pop1,-66.351746,46.01555,2093-02-16,2093,2,16,266.25522,274.65625,2.666638e-05
pop1,-66.351746,46.01555,2093-02-17,2093,2,17,266.0729,275.45834,5.8034795e-05
pop1,-66.351746,46.01555,2093-02-18,2093,2,18,266.65625,276.00522,7.659109e-05
pop1,-66.351746,46.01555,2093-02-19,2093,2,19,267.6146,276.53647,0.00011560763
pop1,-66.351746,46.01555,2093-02-20,2093,2,20,266.46094,276.08853,8.590402e-05
pop1,-66.351746,46.01555,2093-02-21,2093,2,21,266.7422,276.61978,0.00010773388
pop1,-66.351746,46.01555,2093-02-22,2093,2,22,265.89584,277.85416,3.7105485e-05
pop1,-66.351746,46.01555,2093-02-23,2093,2,23,268.32812,276.6354,3.2150234e-05
pop1,-66.351746,46.01555,2093-02-24,2093,2,24,268.2396,275.6146,6.0540446e-05
pop1,-66.351746,46.01555,2093-02-25,2093,2,25,267.43228,275.70834,5.323681e-05
pop1,-66.351746,46.01555,2093-02-26,2093,2,26,267.40103,274.40103,6.9078895e-05
pop1,-66.351746,46.01555,2093-02-27,2093,2,27,265.53125,275.01562,4.997767e-05
pop1,-66.351746,46.01555,2093-02-28,2093,2,28,267.52866,275.08853,3.4615918e-05
pop1,-66.351746,46.01555,2093-03-01,2093,3,1,269.6146,276.6979,1.0992849e-05
pop1,-66.351746,46.01555,2093-03-02,2093,3,2,268.04688,276.78647,2.0082894e-05
pop1,-66.351746,46.01555,2093-03-03,2093,3,3,269.02344,277.45312,6.244148e-05
pop1,-66.351746,46.01555,2093-03-04,2093,3,4,269.85416,277.4479,0.0001015946
pop1,-66.351746,46.01555,2093-03-05,2093,3,5,269.89062,277.61978,3.9660226e-05
pop1,-66.351746,46.01555,2093-03-06,2093,3,6,268.27084,277.45834,4.20525e-05
pop1,-66.351746,46.01555,2093-03-07,2093,3,7,267.80728,277.68228,5.9591956e-05
pop1,-66.351746,46.01555,2093-03-08,2093,3,8,268.125,277.49478,6.477332e-05
pop1,-66.351746,46.01555,2093-03-09,2093,3,9,269.03647,277.7396,5.870413e-05
pop1,-66.351746,46.01555,2093-03-10,2093,3,10,268.79166,278.79688,6.2815445e-05
pop1,-66.351746,46.01555,2093-03-11,2093,3,11,270.54688,280.65103,7.1659386e-05
pop1,-66.351746,46.01555,2093-03-12,2093,3,12,270.8125,280.15625,3.1798187e-05
pop1,-66.351746,46.01555,2093-03-13,2093,3,13,272.40625,280.1146,1.6325876e-05
pop1,-66.351746,46.01555,2093-03-14,2093,3,14,271.13022,281.54166,7.689767e-05
pop1,-66.351746,46.01555,2093-03-15,2093,3,15,273.34375,279.41666,8.589871e-05
pop1,-66.351746,46.01555,2093-03-16,2093,3,16,272.3646,280.6771,9.1598275e-05
pop1,-66.351746,46.01555,2093-03-17,2093,3,17,271.90103,279.2604,9.925383e-05
pop1,-66.351746,46.01555,2093-03-18,2093,3,18,271.20834,279.95834,8.512161e-05
pop1,-66.351746,46.01555,2093-03-19,2093,3,19,270.90625,279.13022,1.4432117e-05
pop1,-66.351746,46.01555,2093-03-20,2093,3,20,270.6354,279.91147,5.795769e-05
pop1,-66.351746,46.01555,2093-03-21,2093,3,21,272.26562,280.33853,8.460623e-05
pop1,-66.351746,46.01555,2093-03-22,2093,3,22,271.70834,278.28125,0.00010953192
pop1,-66.351746,46.01555,2093-03-23,2093,3,23,271.0521,277.48438,2.5343097e-05
pop1,-66.351746,46.01555,2093-03-24,2093,3,24,270.3125,278.1771,6.425063e-05
pop1,-66.351746,46.01555,2093-03-25,2093,3,25,271.28647,280.50522,5.401685e-05
pop1,-66.351746,46.01555,2093-03-26,2093,3,26,270.23438,279.75522,1.9623627e-05
pop1,-66.351746,46.01555,2093-03-27,2093,3,27,270.01562,279.33853,1.6055237e-05
pop1,-66.351746,46.01555,2093-03-28,2093,3,28,270.36978,279.52603,5.3333457e-05
pop1,-66.351746,46.01555,2093-03-29,2093,3,29,271.72916,281.3125,6.058816e-05
pop1,-66.351746,46.01555,2093-03-30,2093,3,30,271.1875,281.66147,2.2002285e-05
pop1,-66.351746,46.01555,2093-03-31,2093,3,31,271.57956,279.92615,1.3451129e-05
pop1,-66.351746,46.01555,2093-04-01,2093,4,1,271.9375,280.0729,5.2200823e-05
pop1,-66.351746,46.01555,2093-04-02,2093,4,2,272.16147,280.57812,4.02728e-05
pop1,-66.351746,46.01555,2093-04-03,2093,4,3,271.1146,281.60938,4.166315e-05
pop1,-66.351746,46.01555,2093-04-04,2093,4,4,272.70312,282.31772,4.2834596e-05
pop1,-66.351746,46.01555,2093-04-05,2093,4,5,272.53647,282.16147,5.5800618e-05
pop1,-66.351746,46.01555,2093-04-06,2093,4,6,272.48438,281.25,7.974063e-05
pop1,-66.351746,46.01555,2093-04-07,2093,4,7,272.07812,283.45312,2.372604e-05
pop1,-66.351746,46.01555,2093-04-08,2093,4,8,272.06772,282.33853,2.5033209e-05
pop1,-66.351746,46.01555,2093-04-09,2093,4,9,272.97916,282.8854,3.852649e-05
pop1,-66.351746,46.01555,2093-04-10,2093,4,10,273.48438,283.35938,2.2176711e-05
pop1,-66.351746,46.01555,2093-04-11,2093,4,11,272.75,282.91666,4.845206e-05
pop1,-66.351746,46.01555,2093-04-12,2093,4,12,272.3854,283.54166,5.410436e-05
pop1,-66.351746,46.01555,2093-04-13,2093,4,13,273.75,285.08334,5.098147e-05
pop1,-66.351746,46.01555,2093-04-14,2093,4,14,273.82812,283.27603,2.022046e-05
pop1,-66.351746,46.01555,2093-04-15,2093,4,15,272.89062,285.03125,2.8188044e-05
pop1,-66.351746,46.01555,2093-04-16,2093,4,16,274.34375,285.0521,6.525728e-05
pop1,-66.351746,46.01555,2093-04-17,2093,4,17,273.90625,286.24478,3.532744e-05
pop1,-66.351746,46.01555,2093-04-18,2093,4,18,275.42188,285.10416,3.0689975e-05
pop1,-66.351746,46.01555,2093-04-19,2093,4,19,275.58334,284.32812,5.8784844e-05
pop1,-66.351746,46.01555,2093-04-20,2093,4,20,274.65625,284.625,4.0708008e-05
pop1,-66.351746,46.01555,2093-04-21,2093,4,21,275.34897,287.25522,2.1993721e-05
pop1,-66.351746,46.01555,2093-04-22,2093,4,22,276.07812,286.09897,1.7835528e-05
pop1,-66.351746,46.01555,2093-04-23,2093,4,23,274.84375,285.51562,4.3286604e-05
pop1,-66.351746,46.01555,2093-04-24,2093,4,24,277.21875,287.34897,7.713894e-05
pop1,-66.351746,46.01555,2093-04-25,2093,4,25,276.3854,287.34897,2.3482642e-05
pop1,-66.351746,46.01555,2093-04-26,2093,4,26,276.41666,286.33853,2.7079595e-05
pop1,-66.351746,46.01555,2093-04-27,2093,4,27,276.6354,287.28125,3.3653876e-05
pop1,-66.351746,46.01555,2093-04-28,2093,4,28,275.8125,286.02603,3.0480369e-05
pop1,-66.351746,46.01555,2093-04-29,2093,4,29,275.375,284.71875,3.9986575e-05
pop1,-66.351746,46.01555,2093-04-30,2093,4,30,274.1979,286.9271,4.433338e-05
pop1,-66.351746,46.01555,2093-05-01,2093,5,1,277.39584,288.39062,2.2036249e-05
pop1,-66.351746,46.01555,2093-05-02,2093,5,2,277.3125,288.89062,1.5886946e-05
pop1,-66.351746,46.01555,2093-05-03,2093,5,3,277.16147,289.33853,7.2193347e-06
pop1,-66.351746,46.01555,2093-05-04,2093,5,4,277.02603,288.81772,1.191091e-05
pop1,-66.351746,46.01555,2093-05-05,2093,5,5,279.60416,288.96353,5.796632e-05
pop1,-66.351746,46.01555,2093-05-06,2093,5,6,278.28125,289.44272,1.4401016e-05
pop1,-66.351746,46.01555,2093-05-07,2093,5,7,277.80728,288.91147,2.5716648e-05
pop1,-66.351746,46.01555,2093-05-08,2093,5,8,278.7604,289.88022,2.2369088e-05
pop1,-66.351746,46.01555,2093-05-09,2093,5,9,281.8229,290.33853,4.702823e-05
pop1,-66.351746,46.01555,2093-05-10,2093,5,10,281.5521,290.78125,3.2481763e-05
pop1,-66.351746,46.01555,2093-05-11,2093,5,11,279.31772,289.9479,1.0635136e-05
pop1,-66.351746,46.01555,2093-05-12,2093,5,12,278.94272,289.70312,5.4035947e-05
pop1,-66.351746,46.01555,2093-05-13,2093,5,13,280.45312,290.46353,5.0414044e-05
pop1,-66.351746,46.01555,2093-05-14,2093,5,14,281.09375,292.65103,2.588158e-05
pop1,-66.351746,46.01555,2093-05-15,2093,5,15,281.78647,293.6771,8.966437e-05
pop1,-66.351746,46.01555,2093-05-16,2093,5,16,284.41666,293.75,8.563579e-05
pop1,-66.351746,46.01555,2093-05-17,2093,5,17,282.58334,291.68228,6.879298e-05
pop1,-66.351746,46.01555,2093-05-18,2093,5,18,282.15625,293.15625,1.2226151e-05
pop1,-66.351746,46.01555,2093-05-19,2093,5,19,282.22916,293.25522,7.450432e-05
pop1,-66.351746,46.01555,2093-05-20,2093,5,20,282.16147,292.5729,3.8078895e-05
pop1,-66.351746,46.01555,2093-05-21,2093,5,21,283.15103,293.3021,1.3932633e-05
pop1,-66.351746,46.01555,2093-05-22,2093,5,22,283.35938,295.04688,5.043914e-06
pop1,-66.351746,46.01555,2093-05-23,2093,5,23,285.04166,296.0625,1.3231075e-05
pop1,-66.351746,46.01555,2093-05-24,2093,5,24,284.15103,295.16666,2.6800553e-05
pop1,-66.351746,46.01555,2093-05-25,2093,5,25,284.1354,295.0,3.5991176e-05
pop1,-66.351746,46.01555,2093-05-26,2093,5,26,282.4896,294.46353,5.7226557e-06
pop1,-66.351746,46.01555,2093-05-27,2093,5,27,283.5104,295.40103,3.5036657e-05
pop1,-66.351746,46.01555,2093-05-28,2093,5,28,285.625,296.32812,1.6424076e-05
pop1,-66.351746,46.01555,2093-05-29,2093,5,29,286.5729,296.57812,2.8238495e-05
pop1,-66.351746,46.01555,2093-05-30,2093,5,30,285.96875,295.40625,2.0171354e-05
pop1,-66.351746,46.01555,2093-05-31,2093,5,31,284.93182,295.58524,4.514927e-05
pop1,-66.351746,46.01555,2093-06-01,2093,6,1,284.42188,295.6354,3.8333976e-05
pop1,-66.351746,46.01555,2093-06-02,2093,6,2,284.01562,295.83853,2.9702584e-05
pop1,-66.351746,46.01555,2093-06-03,2093,6,3,284.45312,295.57812,6.667367e-05
pop1,-66.351746,46.01555,2093-06-04,2093,6,4,286.13022,296.54688,0.00011524668
pop1,-66.351746,46.01555,2093-06-05,2093,6,5,287.36978,298.01562,3.4283195e-05
pop1,-66.351746,46.01555,2093-06-06,2093,6,6,286.85938,297.99478,6.3433e-05
pop1,-66.351746,46.01555,2093-06-07,2093,6,7,288.29688,298.3125,6.776538e-05
pop1,-66.351746,46.01555,2093-06-08,2093,6,8,287.45834,298.25,1.4821072e-05
pop1,-66.351746,46.01555,2093-06-09,2093,6,9,287.5521,298.89062,2.5396284e-05
pop1,-66.351746,46.01555,2093-06-10,2093,6,10,288.13022,298.84375,3.7010595e-05
pop1,-66.351746,46.01555,2093-06-11,2093,6,11,286.66666,299.08853,2.0354835e-05
pop1,-66.351746,46.01555,2093-06-12,2093,6,12,287.64584,298.15103,4.8182294e-05
pop1,-66.351746,46.01555,2093-06-13,2093,6,13,288.13022,298.97916,1.9441735e-05
pop1,-66.351746,46.01555,2093-06-14,2093,6,14,288.58334,299.4896,1.6050895e-05
pop1,-66.351746,46.01555,2093-06-15,2093,6,15,287.53125,297.57812,6.817307e-05
pop1,-66.351746,46.01555,2093-06-16,2093,6,16,286.08334,297.24478,4.169086e-05
pop1,-66.351746,46.01555,2093-06-17,2093,6,17,287.5104,298.76562,7.214278e-06
pop1,-66.351746,46.01555,2093-06-18,2093,6,18,287.0625,299.54688,1.7375598e-05
pop1,-66.351746,46.01555,2093-06-19,2093,6,19,289.10416,299.80728,2.354612e-05
pop1,-66.351746,46.01555,2093-06-20,2093,6,20,288.3125,298.38022,3.1540552e-05
pop1,-66.351746,46.01555,2093-06-21,2093,6,21,287.93228,298.21353,4.7277117e-05
pop1,-66.351746,46.01555,2093-06-22,2093,6,22,287.45312,299.60938,5.7154568e-05
pop1,-66.351746,46.01555,2093-06-23,2093,6,23,288.95834,299.54688,6.2528175e-05
pop1,-66.351746,46.01555,2093-06-24,2093,6,24,288.81772,299.20834,5.973123e-05
pop1,-66.351746,46.01555,2093-06-25,2093,6,25,288.64062,299.8125,3.3924385e-05
pop1,-66.351746,46.01555,2093-06-26,2093,6,26,288.08853,300.66666,1.003416e-05
pop1,-66.351746,46.01555,2093-06-27,2093,6,27,289.07812,299.94272,4.3168333e-05
pop1,-66.351746,46.01555,2093-06-28,2093,6,28,290.1354,300.01562,4.9071274e-05
pop1,-66.351746,46.01555,2093-06-29,2093,6,29,289.15625,300.61978,6.451112e-05
pop1,-66.351746,46.01555,2093-06-30,2093,6,30,289.01562,300.51562,3.793534e-05
pop1,-66.351746,46.01555,2093-07-01,2093,7,1,290.3229,300.69272,4.9507933e-05
pop1,-66.351746,46.01555,2093-07-02,2093,7,2,290.32812,300.42188,1.9331144e-05
pop1,-66.351746,46.01555,2093-07-03,2093,7,3,290.0521,301.69272,6.5999375e-05
pop1,-66.351746,46.01555,2093-07-04,2093,7,4,290.8125,301.39062,6.909916e-05
pop1,-66.351746,46.01555,2093-07-05,2093,7,5,290.25,300.55728,3.8984574e-05
pop1,-66.351746,46.01555,2093-07-06,2093,7,6,289.7604,301.24478,2.0500904e-05
pop1,-66.351746,46.01555,2093-07-07,2093,7,7,290.52084,300.90103,7.408688e-05
pop1,-66.351746,46.01555,2093-07-08,2093,7,8,290.1875,301.28125,2.9493987e-05
pop1,-66.351746,46.01555,2093-07-09,2093,7,9,289.76562,301.08334,1.6789207e-05
pop1,-66.351746,46.01555,2093-07-10,2093,7,10,288.64584,300.79166,3.0173638e-05
pop1,-66.351746,46.01555,2093-07-11,2093,7,11,289.75,299.90625,8.3843326e-05
pop1,-66.351746,46.01555,2093-07-12,2093,7,12,289.98438,300.99478,3.9129332e-05
pop1,-66.351746,46.01555,2093-07-13,2093,7,13,290.47916,302.3229,2.007168e-05
pop1,-66.351746,46.01555,2093-07-14,2093,7,14,291.6146,301.64062,6.0689286e-05
pop1,-66.351746,46.01555,2093-07-15,2093,7,15,291.5104,301.45312,4.443844e-05
pop1,-66.351746,46.01555,2093-07-16,2093,7,16,291.36978,302.36978,3.7496986e-05
pop1,-66.351746,46.01555,2093-07-17,2093,7,17,291.96353,301.46875,8.344513e-05
pop1,-66.351746,46.01555,2093-07-18,2093,7,18,291.54688,302.41147,1.6784805e-05
pop1,-66.351746,46.01555,2093-07-19,2093,7,19,292.41147,302.81772,7.528725e-05
pop1,-66.351746,46.01555,2093-07-20,2093,7,20,292.55728,302.49478,4.4271215e-05
pop1,-66.351746,46.01555,2093-07-21,2093,7,21,291.75522,301.875,2.9654095e-05
pop1,-66.351746,46.01555,2093-07-22,2093,7,22,291.66666,301.75,4.8840535e-05
pop1,-66.351746,46.01555,2093-07-23,2093,7,23,291.5625,302.41147,7.75425e-06
pop1,-66.351746,46.01555,2093-07-24,2093,7,24,292.46875,302.31772,0.00012876517
pop1,-66.351746,46.01555,2093-07-25,2093,7,25,292.96875,302.89062,7.201419e-05
pop1,-66.351746,46.01555,2093-07-26,2093,7,26,292.6146,302.9896,6.932221e-05
pop1,-66.351746,46.01555,2093-07-27,2093,7,27,292.79166,302.6771,3.404642e-05
pop1,-66.351746,46.01555,2093-07-28,2093,7,28,292.07812,302.42188,2.2038628e-05
pop1,-66.351746,46.01555,2093-07-29,2093,7,29,291.34897,300.4271,2.0186762e-05
pop1,-66.351746,46.01555,2093-07-30,2093,7,30,290.18228,301.6875,3.2000419e-06
pop1,-66.351746,46.01555,2093-07-31,2093,7,31,290.69885,300.98865,2.1824257e-05
pop1,-66.351746,46.01555,2093-08-01,2093,8,1,291.51562,301.21353,7.228098e-05
pop1,-66.351746,46.01555,2093-08-02,2093,8,2,290.77603,300.67188,7.894525e-05
pop1,-66.351746,46.01555,2093-08-03,2093,8,3,290.10938,301.07812,2.5683044e-05
pop1,-66.351746,46.01555,2093-08-04,2093,8,4,290.6875,300.25522,7.168654e-05
pop1,-66.351746,46.01555,2093-08-05,2093,8,5,290.9375,301.69272,9.7075745e-06
pop1,-66.351746,46.01555,2093-08-06,2093,8,6,291.25,301.6875,2.9786228e-05
pop1,-66.351746,46.01555,2093-08-07,2093,8,7,290.94272,301.29688,1.7849126e-05
pop1,-66.351746,46.01555,2093-08-08,2093,8,8,291.0104,300.31772,4.1425024e-05
pop1,-66.351746,46.01555,2093-08-09,2093,8,9,289.82812,301.0521,2.2802365e-05
pop1,-66.351746,46.01555,2093-08-10,2093,8,10,290.15103,300.25522,1.3883612e-05
pop1,-66.351746,46.01555,2093-08-11,2093,8,11,290.97397,300.50522,5.275893e-05
pop1,-66.351746,46.01555,2093-08-12,2093,8,12,291.6979,300.0104,7.775559e-05
pop1,-66.351746,46.01555,2093-08-13,2093,8,13,291.39584,300.7396,3.1651245e-05
pop1,-66.351746,46.01555,2093-08-14,2093,8,14,290.66666,301.22916,4.7467212e-05
pop1,-66.351746,46.01555,2093-08-15,2093,8,15,291.10938,301.0521,2.3978462e-05
pop1,-66.351746,46.01555,2093-08-16,2093,8,16,291.58334,300.2604,3.5311812e-05
pop1,-66.351746,46.01555,2093-08-17,2093,8,17,290.3125,300.09897,5.448191e-05
pop1,-66.351746,46.01555,2093-08-18,2093,8,18,289.34897,300.67188,5.039504e-05
pop1,-66.351746,46.01555,2093-08-19,2093,8,19,289.4896,301.02603,4.2002407e-06
pop1,-66.351746,46.01555,2093-08-20,2093,8,20,289.34375,299.97397,3.4322347e-05
pop1,-66.351746,46.01555,2093-08-21,2093,8,21,289.1979,299.59375,6.25913e-05
pop1,-66.351746,46.01555,2093-08-22,2093,8,22,290.27603,300.0729,1.4517198e-05
pop1,-66.351746,46.01555,2093-08-23,2093,8,23,290.31772,301.10416,2.9220953e-05
pop1,-66.351746,46.01555,2093-08-24,2093,8,24,290.29688,300.92188,4.766157e-05
pop1,-66.351746,46.01555,2093-08-25,2093,8,25,290.8646,301.0104,6.212244e-05
pop1,-66.351746,46.01555,2093-08-26,2093,8,26,291.43228,302.14584,2.884048e-06
pop1,-66.351746,46.01555,2093-08-27,2093,8,27,291.2604,301.57812,3.1165593e-05
pop1,-66.351746,46.01555,2093-08-28,2093,8,28,290.96353,301.03125,8.5482876e-05
pop1,-66.351746,46.01555,2093-08-29,2093,8,29,290.89062,301.47397,1.8933879e-05
pop1,-66.351746,46.01555,2093-08-30,2093,8,30,290.92188,299.26562,4.3611337e-05
pop1,-66.351746,46.01555,2093-08-31,2093,8,31,288.69318,300.73865,0.0001303358
pop1,-66.351746,46.01555,2093-09-01,2093,9,1,289.65625,299.78647,5.909747e-05
pop1,-66.351746,46.01555,2093-09-02,2093,9,2,289.49478,298.52603,4.5450015e-05
pop1,-66.351746,46.01555,2093-09-03,2093,9,3,288.95834,298.23438,3.8491157e-06
pop1,-66.351746,46.01555,2093-09-04,2093,9,4,289.57812,298.4375,5.7843878e-05
pop1,-66.351746,46.01555,2093-09-05,2093,9,5,289.0,298.69272,2.7214934e-05
pop1,-66.351746,46.01555,2093-09-06,2093,9,6,288.70312,299.15625,4.7942167e-06
pop1,-66.351746,46.01555,2093-09-07,2093,9,7,288.05728,299.39584,7.184813e-06
pop1,-66.351746,46.01555,2093-09-08,2093,9,8,288.90625,299.47397,1.5266052e-05
pop1,-66.351746,46.01555,2093-09-09,2093,9,9,288.73438,299.33853,1.6413654e-06
pop1,-66.351746,46.01555,2093-09-10,2093,9,10,289.0521,299.64062,1.407686e-05
pop1,-66.351746,46.01555,2093-09-11,2093,9,11,288.53125,299.6979,9.629516e-06
pop1,-66.351746,46.01555,2093-09-12,2093,9,12,288.1979,298.64062,1.9783405e-05
pop1,-66.351746,46.01555,2093-09-13,2093,9,13,287.8646,298.1979,1.3856523e-05
pop1,-66.351746,46.01555,2093-09-14,2093,9,14,287.39062,298.24478,6.238341e-05
pop1,-66.351746,46.01555,2093-09-15,2093,9,15,288.17188,297.79166,5.8706315e-05
pop1,-66.351746,46.01555,2093-09-16,2093,9,16,287.85938,297.10416,5.801758e-05
pop1,-66.351746,46.01555,2093-09-17,2093,9,17,288.3021,298.70834,7.3389347e-06
pop1,-66.351746,46.01555,2093-09-18,2093,9,18,287.8125,297.43228,4.435961e-05
pop1,-66.351746,46.01555,2093-09-19,2093,9,19,287.20834,297.57812,7.510276e-05
pop1,-66.351746,46.01555,2093-09-20,2093,9,20,285.45834,295.88022,2.1923997e-05
pop1,-66.351746,46.01555,2093-09-21,2093,9,21,285.48438,294.71353,2.7319831e-05
pop1,-66.351746,46.01555,2093-09-22,2093,9,22,285.75,293.64062,2.455098e-05
pop1,-66.351746,46.01555,2093-09-23,2093,9,23,282.80728,292.53647,2.4186165e-05
pop1,-66.351746,46.01555,2093-09-24,2093,9,24,282.3854,292.125,4.246178e-05
pop1,-66.351746,46.01555,2093-09-25,2093,9,25,282.36978,292.66147,1.8951512e-05
pop1,-66.351746,46.01555,2093-09-26,2093,9,26,282.85938,293.39584,6.0752027e-06
pop1,-66.351746,46.01555,2093-09-27,2093,9,27,283.86978,294.46353,3.3419972e-05
pop1,-66.351746,46.01555,2093-09-28,2093,9,28,284.95834,293.42188,2.8541777e-05
pop1,-66.351746,46.01555,2093-09-29,2093,9,29,282.80728,292.93228,4.693944e-05
pop1,-66.351746,46.01555,2093-09-30,2093,9,30,283.55728,292.6354,1.184249e-05
pop1,-66.351746,46.01555,2093-10-01,2093,10,1,283.04166,292.83334,2.5134463e-05
pop1,-66.351746,46.01555,2093-10-02,2093,10,2,281.42188,292.21875,3.510101e-05
pop1,-66.351746,46.01555,2093-10-03,2093,10,3,281.25,291.78125,1.791134e-05
pop1,-66.351746,46.01555,2093-10-04,2093,10,4,281.375,292.49478,1.345924e-05
pop1,-66.351746,46.01555,2093-10-05,2093,10,5,281.6875,292.81772,7.009369e-05
pop1,-66.351746,46.01555,2093-10-06,2093,10,6,282.02084,291.9896,3.6707494e-05
pop1,-66.351746,46.01555,2093-10-07,2093,10,7,281.38022,291.41147,7.477733e-05
pop1,-66.351746,46.01555,2093-10-08,2093,10,8,281.13022,291.39062,6.694268e-05
pop1,-66.351746,46.01555,2093-10-09,2093,10,9,280.63022,290.80728,3.393444e-05
pop1,-66.351746,46.01555,2093-10-10,2093,10,10,280.66147,290.8125,2.089346e-05
pop1,-66.351746,46.01555,2093-10-11,2093,10,11,281.77603,289.30728,5.757134e-05
pop1,-66.351746,46.01555,2093-10-12,2093,10,12,281.07812,289.97916,4.4608518e-05
pop1,-66.351746,46.01555,2093-10-13,2093,10,13,281.43228,289.6146,5.8728594e-05
pop1,-66.351746,46.01555,2093-10-14,2093,10,14,280.0104,289.09375,1.5142956e-05
pop1,-66.351746,46.01555,2093-10-15,2093,10,15,279.58853,289.94272,7.1614944e-05
pop1,-66.351746,46.01555,2093-10-16,2093,10,16,278.9896,288.00522,2.0528062e-06
pop1,-66.351746,46.01555,2093-10-17,2093,10,17,278.59897,287.8021,5.0146435e-05
pop1,-66.351746,46.01555,2093-10-18,2093,10,18,279.9271,288.8021,0.00011662141
pop1,-66.351746,46.01555,2093-10-19,2093,10,19,278.03125,286.70834,2.6153555e-05
pop1,-66.351746,46.01555,2093-10-20,2093,10,20,277.56772,286.93228,1.0232591e-05
pop1,-66.351746,46.01555,2093-10-21,2093,10,21,277.4271,286.8125,3.5602989e-06
pop1,-66.351746,46.01555,2093-10-22,2093,10,22,280.19272,288.95834,3.4587803e-05
pop1,-66.351746,46.01555,2093-10-23,2093,10,23,280.08853,289.55728,5.3858977e-05
pop1,-66.351746,46.01555,2093-10-24,2093,10,24,279.67188,288.65625,3.2908294e-05
pop1,-66.351746,46.01555,2093-10-25,2093,10,25,279.70834,288.60938,6.041644e-05
pop1,-66.351746,46.01555,2093-10-26,2093,10,26,280.18228,288.02084,2.8087481e-05
pop1,-66.351746,46.01555,2093-10-27,2093,10,27,278.49478,287.58853,3.2161144e-05
pop1,-66.351746,46.01555,2093-10-28,2093,10,28,277.47397,285.96353,1.3607165e-05
pop1,-66.351746,46.01555,2093-10-29,2093,10,29,277.79688,285.65625,2.3708228e-05
pop1,-66.351746,46.01555,2093-10-30,2093,10,30,278.64062,287.125,9.78758e-05
pop1,-66.351746,46.01555,2093-10-31,2093,10,31,277.7841,287.26135,6.27791e-05
pop1,-66.351746,46.01555,2093-11-01,2093,11,1,276.27084,285.35416,6.271332e-05
pop1,-66.351746,46.01555,2093-11-02,2093,11,2,277.03647,285.5,4.470338e-05
pop1,-66.351746,46.01555,2093-11-03,2093,11,3,276.01562,284.41147,2.6479496e-05
pop1,-66.351746,46.01555,2093-11-04,2093,11,4,276.4375,284.52603,3.504049e-05
pop1,-66.351746,46.01555,2093-11-05,2093,11,5,276.66666,284.68228,5.6872203e-05
pop1,-66.351746,46.01555,2093-11-06,2093,11,6,275.0,283.67188,1.119365e-05
pop1,-66.351746,46.01555,2093-11-07,2093,11,7,275.95312,283.83334,4.2440934e-05
pop1,-66.351746,46.01555,2093-11-08,2093,11,8,274.02603,284.20834,3.0654057e-05
pop1,-66.351746,46.01555,2093-11-09,2093,11,9,274.69272,283.1979,4.8689933e-05
pop1,-66.351746,46.01555,2093-11-10,2093,11,10,274.91666,284.22916,4.2506334e-05
